lid,fid,location_name,lat,lng
3243,360036,"3600 MARATHON, FL",24.71804,-81.06753
3245,360053,CASSELBERRY FL,28.65247,-81.32884
3247,360100,PENSACOLA FL,30.48871,-87.26026
3249,360109,FT. WALTON BEACH FL,30.40713,-86.63863
3251,360125,PALM BAY FL,27.99915,-80.63759
3257,360137,OVIEDO FL,28.6518,-81.20648
3259,360149,DESTIN FL,30.37986,-86.35589
3261,360159,ORLANDO FL,28.45432,-81.39927
3263,360200,VENICE FL,27.0503,-82.3878
3265,3622,"Blue Springs, MO",39.025894,-94.247553
3267,3627,"Berlin, MD",38.34315,-75.163444
3269,3639,"Lake Stevens, WA",48.0055,-122.1075
3271,3656,"Cabot, AR",34.977426,-92.038032
3273,360238,"Jacksonville, FL",30.286291,-81.459525
3275,1756,SPOKANE WA,47.65748,-117.33153
3277,3255,SOUTH BURLINGTON VT,44.46569,-73.18315
3279,1489,HUNTSVILLE TX,30.71885,-95.57254
3281,1839,SIOUX FALLS SD,43.5153,-96.78229
3283,3557,EAST PROVIDENCE RI,41.805013,-71.340738
3285,3207,PROVIDENCE RI,41.82981,-71.42619
3287,3340,WARWICK RI,41.73231,-71.43609
3289,4701,MIDDLETOWN RI,41.51005,-71.30162
3301,3176,TOTOWA NJ,40.89345,-74.23206
3303,4672,TOMS RIVER NJ,39.96351,-74.18577
3305,4684,EAST BRUNSWICK NJ,40.4243,-74.37868
3307,4782,PISCATAWAY NJ,40.55109,-74.43794
3309,2041,HACKETTSTOWN NJ,40.84138,-74.82418
3311,2138,VINELAND NJ,39.48906,-75.067982
3313,2143,FLEMINGTON NJ,40.507695,-74.844444
3315,3136,BOONTON NJ,40.90847,-74.40088
3317,3249,TOMS RIVER NJ,39.97286,-74.24236
3319,4601,EDISON NJ,40.5483,-74.3332
3321,4605,TEANECK NJ,40.89057,-74.02708
3323,4652,CHERRY HILL NJ,39.94389,-75.02082
3325,4661,UNION NJ,40.68914,-74.30471
3327,4667,HASBROUCK HEIGHTS NJ,40.85276,-74.07366
3329,4671,UNION CITY NJ,40.77469,-74.03322
3331,4681,RAMSEY NJ,41.05558,-74.12105
3333,4690,MORGANVILLE NJ,40.36234,-74.30396
3335,4697,MANAHAWKIN NJ,39.6992,-74.26893
3337,4699,MAYS LANDING NJ,39.45339,-74.65164
3339,4776,NEPTUNE NJ,40.2259,-74.04297
3341,5616,PATERSON NJ,40.915029,-74.172117
3343,2055,IRVINGTON NJ,40.72509,-74.23913
3345,4694,KEYPORT NJ,40.42569,-74.19895
3347,2017,BRICK NJ,40.06914,-74.13191
3349,2051,FRANKLIN PARK NJ,40.4377,-74.53832
3351,2082,ELIZABETH NJ,40.66299,-74.175
3353,3386,HOWELL NJ,40.135684,-74.224246
3355,4602,ELIZABETH NJ,40.67339,-74.21302
3357,4622,BLOOMFIELD NJ,40.79223,-74.19725
3359,4630,ENGLEWOOD NJ,40.89805,-73.97143
3361,4670,HILLSBOROUGH NJ,40.52237,-74.62939
3363,4674,CLIFTON NJ,40.8355,-74.14957
3365,4675,W. BERLIN NJ,39.80884,-74.93042
3367,4677,BLOOMFIELD NJ,40.82958,-74.18504
3369,4685,PARSIPPANY NJ,40.863501,-74.374469
3371,4686,JERSEY CITY NJ,40.72287,-74.09073
3373,4692,N. PLAINFIELD NJ,40.61554,-74.45399
3375,4693,SOMERSET NJ,40.51169,-74.48473
3377,4696,NEWARK NJ,40.74174,-74.19225
3379,4779,KENVIL NJ,40.87891,-74.63492
3381,2083,BURLINGTON NJ,40.03417,-74.82332
3383,3595,"Cedar Knolls, NJ",40.8083,-74.4621
3385,2085,HAMILTON NJ,40.22971,-74.67625
3387,2128,WILLIAMSTOWN NJ,39.72164,-75.020213
3389,4603,"4603 FAIR LAWN, NJ",40.92621,-74.09927
3391,4614,TRENTON NJ,40.2517,-74.78967
3393,3329,NASHUA NH,42.71166,-71.44075
3395,3501,ROCHESTER NH,43.293037,-70.996928
3397,3504,SEABROOK NH,42.892422,-70.869627
3399,4766,SALEM NH,42.74185,-71.19898
3401,4768,NEWINGTON NH,43.09558,-70.79691
3403,3328,BEDFORD NH,42.94227,-71.47313
3405,3453,CHARLOTTE NC,35.063698,-80.773412
3407,4405,GASTONIA NC,35.26586,-81.13287
3409,4469,TUPELO MS,34.31076,-88.70738
3411,3068,PORTAGE MI,42.23965,-85.5889
3413,1233,ROYAL OAK MI,42.50486,-83.17287
3415,5322,BLOOMFIELD HILLS MI,42.60662,-83.29619
3417,2019,PORTLAND ME,43.63979,-70.3347
3419,3534,AUBURN ME,44.1187,-70.2319
3421,3566,AUGUSTA ME,44.343886,-69.79607
3423,3652,"Saco, ME",43.5091,-70.4344
3425,2075,WEST SPRINGFIELD MA,42.1232,-72.6263
3427,3348,PLYMOUTH MA,41.93051,-70.65777
3429,4720,SHREWSBURY MA,42.27402,-71.75148
3431,4767,TEWKSBURY MA,42.62548,-71.26863
3433,4725,BRIGHTON MA,42.35871,-71.15725
3435,4732,REVERE MA,42.42303,-71.00794
3437,2012,NORTH DARTMOUTH MA,41.64553,-70.98668
3439,3116,RAYNHAM MA,41.90504,-71.05641
3441,3151,CAMBRIDGE MA,42.37206,-71.12154
3443,3206,SALEM MA,42.50232,-70.924
3445,3298,DEDHAM MA,42.25649,-71.16987
3447,3375,BROCKTON MA,42.09531,-71.05445
3449,3385,ATTLEBORO MA,41.91869,-71.35945
3451,3426,NORTHBOROUGH MA,42.28797,-71.6728
3453,4689,NORWOOD MA,42.16611,-71.1979
3455,4743,HYANNIS MA,41.6701,-70.29733
3457,4765,SAUGUS MA,42.49413,-71.01506
3459,4781,QUINCY MA,42.24642,-71.00327
3461,3580,"Framingham, MA",42.301058,-71.433815
3463,3590,"Springfield, MA",42.0946,-72.5011
3465,4461,STATESBORO GA,32.43353,-81.75591
3467,2066,WALLINGFORD CT,41.49319,-72.80877
3469,2080,HAMDEN CT,41.37635,-72.91606
3471,2086,WATERBURY CT,41.54954,-73.02603
3473,3482,SOUTHINGTON CT,41.640607,-72.873395
3475,4617,STAMFORD CT,41.06778,-73.54762
3477,4770,ORANGE CT,41.25568,-73.01433
3479,3156,BLOOMFIELD CT,41.8172,-72.71396
3481,3477,MANCHESTER CT,41.814434,-72.527332
3483,4769,NEWINGTON CT,41.65849,-72.72314
3485,642,REDDING CA,40.57238,-122.35769
3487,9218,Ras Al Khaimah,25.683019,55.781663
7547,9209,DOHA,25.279316,51.522448
7549,9210,MAHBOULAH,29.148123,48.128303
7825,3669,"Middleton, Wisconsin",43.09753,-89.52073
7833,3646,"Flowood, MS",32.345119,-90.051877
7835,2151,"Waukee, IA",41.615,-93.8529
7837,3589,"Spartanburg, SC",34.973035,-81.882305
7851,3640,"Lincoln, RI",41.936037,-71.475386
7853,3642,"Baltimore, MD",39.287,-76.6071
7855,3641,"Merriam, KS",39.023304,-94.687222
7857,3636,"Hinesville, GA",31.8221,-81.5993
7859,3583,"Inglewood, CA",33.945519,-118.353381
7863,3673,"Lincoln, NE",40.81391,-96.63234
7865,3615,"Mount Juliet, TN",36.177858,-86.517012
7867,3667,"Milford, MA",42.1491,-71.5001
7869,3662,"New Orleans, LA",29.9644,-90.1108
7871,3544,"San Antonio, TX",29.423563,-98.485348
7873,3619,"West Des Moines, IA",41.5609,-93.7724
7875,3629,"Watertown, NY",43.977281,-75.947421
7877,3630,"San Jose, CA",37.302021,-121.864371
7879,3643,"Phoenix, AZ",33.5092,-112.0444
7881,3650,"DALLAS, TX",32.812253,-96.730548
7883,3663,"Athens, OH",39.336804,-82.055696
7885,3670,"Palmdale, CA",34.57463,-118.04575
7887,3645,"Maricopa, AZ",33.0655,-112.0471
7889,3390,"Phoenix, AZ",33.639428,-112.148909
7891,3654,"Phillipsburg, NJ",40.6747,-75.1393
7893,3,LOS ANGELES CA,34.00812,-118.33622
7895,3649,"DENTON, TX",33.22307,-97.170714
7897,5638,"Oakley, KS",39.118753,-110.810725
7899,3648,"AUSTIN, TX",30.206563,-97.975722
7903,5063,Playa del Carmen,20.652277,-87.053143
7905,3655,"North Brunswick, NJ",40.4582,-74.4749
7909,30017,3017 Alaska Test Lab,58.588371,-134.727829
7911,5619,"Williams, CA",39.162055,-122.137985
7915,3623,"HOUSTON, TX",29.836786,-95.486135
7919,3651,"COLLEGE STATION, TX",30.56186,-96.262493
7921,5639,"WHITE HAVEN, PA",41.05542,-75.771563
7987,3653,"Sherwood, OR",45.3654,-122.8507
8057,301,IHOP,49.2318223,-122.8942472
8059,304,IHOP,49.1644718,-123.1360762
8061,306,IHOP,49.0505534,-122.3089791
8063,307,IHOP,49.1100289,-122.6767428
8065,308,IHOP,49.273705,-122.7885834
8067,309,IHOP,49.0460596,-122.8016875
8069,310,IHOP,49.8827633,-119.4508327
8071,311,IHOP,49.2256441,-122.9900161
8073,312,IHOP,49.1520506,-122.8899168
8075,316,IHOP,49.2515572,-122.8967141
8077,317,IHOP,49.263169,-123.1255685
8079,318,IHOP,49.1473678,-121.9647569
8097,3674,"Draper, UT",40.528,-111.8569
8099,3693,"Braintree, MA",,
8107,360241,"Melbourne, FL",28.229718,-80.711434
8115,360232,"Miami, FL",25.76043,-80.367965
8117,3691,"Wall Township, NJ",40.1494,-74.0578
8119,360243,"Alafaya, FL",28.5371767,-81.208794
8121,3660,Colonnade,29.5336082,-98.563278
8127,3658,"Overland Park, KS",38.855,-94.6846
8135,3661,"Cincinnati, OH",39.152,-84.6283
8137,360240,"Apopka, FL",28.68463,-81.53225
8173,2,PANORAMA CITY CA,34.22622,-118.45039
8175,5,"Hollywood, CA",34.09782,-118.34176
